DateTime,Temperatur,Luftfugtighed,Middelvindhastighed,Højeste vindstød,Nedbør,Sigtbarhed
4/11/2025 4:00,"6,5",85,"5,8","13,5",0,24000
4/11/2025 5:00,"6,4",86,"5,5",11,0,24000
4/11/2025 6:00,"6,9",84,5,"10,2",0,22000
4/11/2025 7:00,"7,5",86,"4,7","10,7",0,19000
4/11/2025 8:00,"8,4",81,"5,6","10,2",0,30000
4/11/2025 9:00,9,80,"4,7","10,3",0,30000
4/11/2025 10:00,"9,9",76,"4,9","10,2",0,29000
4/11/2025 11:00,"10,7",75,"4,7","11,8",0,40000
4/11/2025 12:00,"10,9",78,"4,5",10,0,35000
4/11/2025 13:00,"10,7",81,4,"9,1",0,35000
4/11/2025 14:00,"12,4",73,"4,7","9,8",0,35000
4/11/2025 15:00,"14,3",62,5,"9,5",0,30000
4/11/2025 16:00,13,67,"4,7","9,7",0,30000
4/11/2025 17:00,"12,3",69,"4,6","10,4",0,35000
4/11/2025 18:00,"11,7",73,5,"10,2",0,45000
4/11/2025 19:00,"10,4",78,"4,7","11,1",0,50000
4/11/2025 20:00,"9,7",83,"3,2","7,1",0,50000
4/11/2025 21:00,"9,2",84,"4,1","8,4",0,45000
4/11/2025 22:00,"8,4",88,"4,9","10,4",0,35000
4/11/2025 23:00,"8,1",90,"4,5","9,4",0,24000
4/12/2025 0:00,"7,9",86,"4,7","10,1",0,24000
4/12/2025 1:00,"7,9",87,"4,1","9,6",0,18000
4/12/2025 2:00,"7,6",88,"3,7","8,4",0,18000
4/12/2025 3:00,"7,7",86,"4,1","9,2",0,16000
4/12/2025 4:00,"7,7",85,"3,3","7,8",0,17000
4/12/2025 5:00,"7,9",87,"3,4",7,0,22000
4/12/2025 6:00,"7,8",90,"3,8","8,2",0,21000
4/12/2025 7:00,"8,1",91,"3,3","6,9",0,21000
4/12/2025 8:00,"8,2",91,"3,4","8,8",0,17000
4/12/2025 9:00,"8,7",87,4,"8,6",0,29000
4/12/2025 10:00,9,86,"3,5","6,9",0,35000
4/12/2025 11:00,"9,2",86,"3,4","7,4",0,30000
4/12/2025 12:00,"10,1",82,"3,7","6,5",0,35000
4/12/2025 13:00,"10,7",78,3,"5,6",0,35000
4/12/2025 14:00,"12,7",71,"2,5","4,9",0,30000
4/12/2025 15:00,"13,8",69,"2,3","4,6",0,30000
4/12/2025 16:00,15,63,2,"4,3",0,30000
4/12/2025 17:00,"15,6",61,"1,4","2,4",0,35000
4/12/2025 18:00,"16,5",56,"0,8","1,8",0,45000
4/12/2025 19:00,"15,2",65,"1,3","2,3",0,40000
4/12/2025 20:00,12,76,"1,5","2,9",0,45000
4/12/2025 21:00,"9,1",86,"1,3","2,4",0,30000
4/12/2025 22:00,"7,5",93,"1,2","1,7",0,15000
4/12/2025 23:00,"6,2",96,"1,5","2,1",0,5000
4/13/2025 0:00,6,98,"1,4","1,9",0,2400
4/13/2025 1:00,"5,9",98,"1,4","2,1",0,2400
4/13/2025 2:00,"5,8",99,"1,6","2,8",0,1900
4/13/2025 3:00,"6,1",99,"1,8","3,3",0,4300
4/13/2025 4:00,"6,2",99,"2,2",4,0,2300
4/13/2025 5:00,"6,3",99,2,"4,7",0,2500
4/13/2025 6:00,"6,1",99,"2,4","4,3",0,2500
4/13/2025 7:00,"6,2",99,"2,1","4,3",0,4800
4/13/2025 8:00,"7,5",96,"2,5","5,6",0,9000
4/13/2025 9:00,"9,5",85,"3,5","7,3",0,16000
4/13/2025 10:00,11,75,"4,4","9,1",0,17000
4/13/2025 11:00,"12,2",72,"5,4",10,0,23000
4/13/2025 12:00,"12,4",73,"4,8","8,3",0,24000
4/13/2025 13:00,"12,7",73,"5,7",9,0,22000
4/13/2025 14:00,"11,9",79,"3,7","6,3","0,1",16000
4/13/2025 15:00,12,82,"4,4","6,4",0,11000
4/13/2025 16:00,"12,6",79,"3,8",6,0,16000
4/13/2025 17:00,"11,8",90,"4,5","6,6",0,6000
4/13/2025 18:00,"12,3",87,"4,6","7,7",0,17000
4/13/2025 19:00,"12,6",85,"4,4","7,3",0,16000
4/13/2025 20:00,"11,4",81,"5,4","7,9",0,9000
4/13/2025 21:00,"9,8",85,"5,4","8,1",0,7000
4/13/2025 22:00,9,87,"3,1","4,8",0,9000
4/13/2025 23:00,"8,1",86,"3,7","5,9",0,14000
4/14/2025 0:00,"7,8",87,4,"6,7",0,17000
4/14/2025 1:00,"7,7",87,"4,3","6,7",0,17000
4/14/2025 2:00,"7,4",88,"4,1","7,5",0,18000
4/14/2025 3:00,"7,1",85,"4,3","6,4",0,25000
4/14/2025 4:00,"6,4",87,"2,6","4,5",0,23000
4/14/2025 5:00,"5,7",88,"2,2","4,1",0,26000
4/14/2025 6:00,"3,7",92,"1,5",2,0,15000
4/14/2025 7:00,"2,3",97,"0,8","1,5",0,6000
4/14/2025 8:00,"4,6",98,"0,3",1,0,12000
4/14/2025 9:00,"6,5",92,"2,1","2,7",0,17000
4/14/2025 10:00,"7,4",88,"2,6","4,3",0,18000
4/14/2025 11:00,"7,8",89,"1,6",3,0,14000
4/14/2025 12:00,"6,7",94,"2,1","4,7","2,5",2200
4/14/2025 13:00,"7,9",91,"2,1","3,4","0,5",24000
4/14/2025 14:00,"8,4",87,"2,2","3,5",0,24000
4/14/2025 15:00,9,85,"1,9","3,1",0,30000
4/14/2025 16:00,"8,5",82,2,"3,9",0,30000
4/14/2025 17:00,"9,8",82,"1,3","2,4",0,30000
4/14/2025 18:00,"9,6",79,"0,8","2,2",0,40000
4/14/2025 19:00,"9,9",79,"1,1",2,0,28000
4/14/2025 20:00,"7,9",86,1,"1,7",0,25000
4/14/2025 21:00,"5,3",95,1,"1,8",0,7000
4/14/2025 22:00,"3,7",98,"0,7","1,1",0,2800
4/14/2025 23:00,"4,2",98,"0,9","1,1",0,1200
4/15/2025 0:00,"6,4",99,"0,8","1,5",0,100
4/15/2025 1:00,"6,5",100,"1,4","2,9",0,100
4/15/2025 2:00,"6,5",100,"1,2","2,6",0,1400
4/15/2025 3:00,"6,6",100,"1,4","2,8",0,200
4/15/2025 4:00,"6,4",100,"1,5","3,1",0,300
4/15/2025 5:00,6,100,"1,3","2,4",0,100
4/15/2025 6:00,6,100,"1,2","2,7",0,200
4/15/2025 7:00,"6,4",100,"1,4","2,7",0,300
4/15/2025 8:00,"7,5",100,"2,4","4,4",0,2300
4/15/2025 9:00,"8,5",93,"3,2","6,2",0,7000
4/15/2025 10:00,"10,2",80,"3,6","6,5",0,13000
4/15/2025 11:00,"11,2",76,"3,4","6,6",0,17000
4/15/2025 12:00,"11,9",72,"4,5","8,3",0,25000
4/15/2025 13:00,"11,6",75,"4,9","8,8",0,24000
4/15/2025 14:00,"12,3",70,"5,6","10,3",0,30000
4/15/2025 15:00,"13,5",68,5,9,0,30000
4/15/2025 16:00,"14,3",67,"5,7","11,3",0,23000
4/15/2025 17:00,"13,5",70,"4,8","10,3",0,30000
4/15/2025 18:00,"14,6",66,"4,6","8,1",0,30000
4/15/2025 19:00,"14,3",70,"4,6","9,8",0,25000
4/15/2025 20:00,"13,2",74,"4,3","7,5",0,28000
4/15/2025 21:00,"13,1",75,"4,5","9,1",0,24000
4/15/2025 22:00,"11,9",79,"4,6","8,8",0,20000
4/15/2025 23:00,"10,8",85,"3,4","7,3",0,15000
4/16/2025 0:00,"10,1",88,"3,4","6,1",0,11000
4/16/2025 1:00,10,88,"2,9","4,9",0,12000
4/16/2025 2:00,"10,4",85,"3,1","5,5",0,15000
4/16/2025 3:00,"10,1",90,"2,4","4,5","0,1",9000
4/16/2025 4:00,"9,9",97,"1,6","3,2",1,3500
4/16/2025 5:00,"9,7",98,"2,2","4,1",0,4800
4/16/2025 6:00,"9,6",97,"1,4","2,6",0,5000
4/16/2025 7:00,"10,2",96,"2,3","4,1",0,6000
4/16/2025 8:00,"10,5",97,"1,3","2,7",0,6000
4/16/2025 9:00,"11,6",95,"0,8","1,7",0,9000
4/16/2025 10:00,"13,3",84,2,"3,1",0,14000
4/16/2025 11:00,"15,2",80,"2,2","3,4",0,19000
4/16/2025 12:00,"16,3",76,"2,7","4,5",0,30000
4/16/2025 13:00,16,78,3,"4,7",0,25000
4/16/2025 14:00,"16,9",68,"2,3","4,1",0,30000
4/16/2025 15:00,"18,3",60,"2,6","5,9",0,29000
4/16/2025 16:00,"19,2",56,"0,9","2,6",0,35000
4/16/2025 17:00,"18,4",66,2,"5,8",0,25000
4/16/2025 18:00,"17,8",66,"2,7","4,5",0,27000
4/16/2025 19:00,"17,2",69,"1,9","4,1",0,30000
4/16/2025 20:00,14,84,"2,1","2,7",0,15000
4/16/2025 21:00,"12,6",89,"1,3","1,9",0,10000
4/16/2025 22:00,"11,3",95,"1,6","2,9",0,7000
4/16/2025 23:00,"10,2",96,"0,6","1,4",0,3000
4/17/2025 0:00,"9,6",98,"1,1","1,5",0,1600
4/17/2025 1:00,9,98,1,"1,5",0,1700
4/17/2025 2:00,"9,7",95,"2,5","4,7",0,8000
4/17/2025 3:00,"9,1",95,"1,7","4,6",0,4900
4/17/2025 4:00,"9,2",96,"1,6",3,0,3800
4/17/2025 5:00,"9,2",97,"2,1","3,8",0,3200
4/17/2025 6:00,"8,7",96,"2,2","4,1",0,4100
4/17/2025 7:00,"8,5",97,"2,5","4,4",0,3100
4/17/2025 8:00,"8,7",99,"4,1","7,6","0,6",1400
4/17/2025 9:00,9,99,"4,4","7,4","5,1",1200
4/17/2025 10:00,"10,5",100,"2,9","5,4","0,1",1600
4/17/2025 11:00,"12,2",95,"2,6",5,0,9000
4/17/2025 12:00,"11,7",91,"2,7","4,9",0,12000
4/17/2025 13:00,12,92,"1,8","3,4",0,11000
4/17/2025 14:00,"13,2",86,"2,9","4,6",0,16000
4/17/2025 15:00,"14,1",83,"2,6","4,7",0,17000
4/17/2025 16:00,"12,6",91,"2,9","6,2",0,7000
4/17/2025 17:00,"10,4",96,3,"7,1",0,5000
4/17/2025 18:00,"9,6",94,4,"7,4",0,17000
4/17/2025 19:00,9,93,"4,5","10,9",0,35000
4/17/2025 20:00,"8,1",90,"5,7",11,0,50000
4/17/2025 21:00,"8,3",85,"4,9","9,7",0,50000
4/17/2025 22:00,"8,4",83,"3,6","7,7",0,50000
4/17/2025 23:00,"8,3",81,"2,8",6,0,50000
4/18/2025 0:00,"8,2",81,"3,2","5,9",0,50000
4/18/2025 1:00,"7,2",95,"2,8","5,5",0,5000
4/18/2025 2:00,"7,4",93,"2,5","4,8",0,50000
4/18/2025 3:00,"7,5",94,"2,1","4,5",0,45000
4/18/2025 4:00,"7,5",94,"2,4","4,4",0,40000
4/18/2025 5:00,"7,3",92,"3,5",6,0,35000
4/18/2025 6:00,"7,6",88,"3,1","5,9",0,40000
4/18/2025 7:00,"7,4",90,"2,5","5,3",0,17000
4/18/2025 8:00,"7,7",88,"2,6","6,1",0,24000
4/18/2025 9:00,"7,8",90,"2,7","6,2",0,23000
4/18/2025 10:00,"7,2",96,"3,5","7,3","2,2",14000
4/18/2025 11:00,"7,4",94,"2,9","5,7",0,30000
4/18/2025 12:00,"8,4",89,"3,2","6,6",0,40000
4/18/2025 13:00,"8,2",88,"2,4","4,3","0,2",18000
4/18/2025 14:00,"8,2",93,"2,3","4,5","1,3",16000
4/18/2025 15:00,"7,9",94,"2,8","5,9","0,6",12000
4/18/2025 16:00,"7,9",94,"2,6","5,4","0,5",16000
4/18/2025 17:00,"7,8",93,"3,1","6,3",1,30000
4/18/2025 18:00,"8,7",88,"3,1",7,0,50000
4/18/2025 19:00,"9,2",82,"2,4","4,6",0,45000
4/18/2025 20:00,"8,7",80,3,"7,3",0,50000
4/18/2025 21:00,"8,1",83,"2,4","4,7",0,50000
4/18/2025 22:00,"7,7",81,"2,8","6,4",0,50000
4/18/2025 23:00,"7,2",88,"2,5","4,6",0,50000
4/19/2025 0:00,"6,9",91,3,"5,8",0,40000
4/19/2025 1:00,"6,7",93,"2,6","5,3",0,26000
4/19/2025 2:00,"6,6",94,"2,4","4,5",0,23000
4/19/2025 3:00,"6,4",95,"2,7","6,9",0,17000
4/19/2025 4:00,"6,3",95,"2,1","4,1",0,16000
4/19/2025 5:00,"6,3",96,"1,8","3,8",0,13000
4/19/2025 6:00,"6,3",97,2,"4,1",0,11000
4/19/2025 7:00,"6,3",97,"1,4","2,9","0,5",6000
4/19/2025 8:00,"6,3",98,"1,5","3,1",2,7000
4/19/2025 9:00,"6,4",98,"2,4","4,4","2,5",4700
4/19/2025 10:00,"7,1",99,"2,6","5,2","1,8",11000
4/19/2025 11:00,"7,4",98,"2,6","6,2","0,2",11000
4/19/2025 12:00,"7,6",98,"2,1","3,6","1,7",7000
4/19/2025 13:00,"7,9",99,"2,7","5,5","0,8",3400
4/19/2025 14:00,"8,6",99,"1,9","3,7","1,5",5000
4/19/2025 15:00,"9,3",99,"1,9","4,1","1,9",6000
4/19/2025 16:00,"9,2",99,"2,6","4,9","0,4",5000
4/19/2025 17:00,9,99,"2,7","5,3",2,4400
4/19/2025 18:00,9,99,"2,2","3,9","1,1",10000
4/19/2025 19:00,"9,1",99,"1,8","4,1","0,7",17000
4/19/2025 20:00,"9,3",99,"1,9","3,7","0,2",22000
4/19/2025 21:00,"9,4",99,1,2,"0,1",4300
4/19/2025 22:00,"9,2",99,"0,8","1,5",0,3600
4/19/2025 23:00,"9,1",100,"0,9","1,3","0,2",2100
4/20/2025 0:00,9,100,"1,4","1,9","0,7",2800
4/20/2025 1:00,"8,8",100,"0,5","0,9","1,2",3200
4/20/2025 2:00,"8,8",100,"1,1","1,6","0,1",2100
4/20/2025 3:00,"8,8",100,"1,5","2,8",0,500
4/20/2025 4:00,"8,3",100,"2,2","4,2",0,900
4/20/2025 5:00,8,100,2,"3,7",0,1900
4/20/2025 6:00,"7,8",100,2,"3,8",0,500
4/20/2025 7:00,"7,6",100,"1,6","3,4",0,1500
4/20/2025 8:00,"7,5",100,"2,2","3,7",0,2400
4/20/2025 9:00,"7,6",100,"2,4","4,4",0,4300
4/20/2025 10:00,"7,8",100,"2,9","4,8",0,9000
4/20/2025 11:00,8,100,"2,7","4,7",0,9000
4/20/2025 12:00,"8,4",99,"2,6","4,7",0,7000
4/20/2025 13:00,"8,7",96,"2,6","4,7",0,40000
4/20/2025 14:00,9,92,"2,8","4,8",0,40000
4/20/2025 15:00,"9,5",90,"2,6","5,8",0,40000
4/20/2025 16:00,"9,2",91,"2,9","4,9",0,45000
4/20/2025 17:00,9,90,"2,7","4,9",0,45000
4/20/2025 18:00,"8,9",91,"2,7","5,4",0,35000
4/20/2025 19:00,"8,7",93,"2,1","3,8",0,18000
4/20/2025 20:00,"8,4",94,"1,7",3,0,17000
4/20/2025 21:00,"8,3",94,"1,5","2,7",0,18000
4/20/2025 22:00,"8,2",94,"1,6","2,7",0,17000
4/20/2025 23:00,"8,2",94,"2,1","3,6",0,19000
4/21/2025 0:00,"8,1",94,2,"3,7",0,16000
4/21/2025 1:00,"8,1",95,"1,3","2,7",0,9000
4/21/2025 2:00,8,95,"2,2",4,0,9000
4/21/2025 3:00,"8,1",95,"1,9","2,9",0,9000
4/21/2025 4:00,"7,9",95,"1,2",2,0,6000
4/21/2025 5:00,"7,8",98,"1,8","3,1",0,3400
4/21/2025 6:00,"7,8",98,"1,5","2,6",0,4100
4/21/2025 7:00,"7,8",98,"1,6","2,7",0,4800
4/21/2025 8:00,"8,1",96,"2,1","3,9",0,7000
4/21/2025 9:00,"8,3",96,"2,2",4,0,5000
4/21/2025 10:00,"8,4",97,"2,2","3,5",0,3300
4/21/2025 11:00,"8,3",98,"2,8","5,6",0,3700
4/21/2025 12:00,"8,3",98,"2,1","4,3",0,2100
4/21/2025 13:00,"8,7",99,"2,2","3,5",0,3800
4/21/2025 14:00,"8,9",98,2,"3,7","0,1",3800
4/21/2025 15:00,"9,1",97,"2,3","3,7",0,26000
4/21/2025 16:00,"9,3",94,"1,5","3,2",0,35000
4/21/2025 17:00,"9,3",93,"2,2","4,1",0,13000
4/21/2025 18:00,9,96,"1,1","2,2",0,8000
4/21/2025 19:00,"9,2",93,"1,1",2,0,12000
4/21/2025 20:00,"8,8",94,"1,5","2,3",0,9000
4/21/2025 21:00,"8,8",97,"0,9","1,6",0,5000
4/21/2025 22:00,"8,7",97,1,2,0,5000
4/21/2025 23:00,"8,5",98,1,"1,6",0,4200
4/22/2025 0:00,"8,3",98,"1,2","1,8",0,4300
4/22/2025 1:00,"8,3",98,"1,6","2,2",0,5000
4/22/2025 2:00,"8,4",98,"1,1","1,6",0,5000
4/22/2025 3:00,"8,3",98,"1,5","2,1",0,2200
4/22/2025 4:00,"8,1",98,"0,5","0,7","0,1",1900
4/22/2025 5:00,8,99,"0,7",1,0,2400
4/22/2025 6:00,"7,9",99,0,"0,4",0,3600
4/22/2025 7:00,8,99,"1,1",2,0,4900
4/22/2025 8:00,"8,4",99,"0,8","1,9",0,2200
4/22/2025 9:00,"7,8",99,"1,8","3,2",0,10000
4/22/2025 10:00,"9,3",88,"1,9","3,6",0,29000
4/22/2025 11:00,"10,4",78,"2,3","4,4",0,40000
4/22/2025 12:00,11,77,"2,6","4,2",0,50000
4/22/2025 13:00,"11,2",74,"3,1","5,1",0,45000
4/22/2025 14:00,"11,4",72,3,"4,4",0,45000
4/22/2025 15:00,"12,4",74,"4,3","5,8",0,45000
4/22/2025 16:00,"12,7",69,"3,3","4,6",0,45000
4/22/2025 17:00,"12,4",68,"3,1","5,9",0,40000
4/22/2025 18:00,"11,9",75,"2,6","5,5",0,45000
4/22/2025 19:00,"10,7",79,"3,3","5,6",0,50000
4/22/2025 20:00,"10,5",80,"2,8","4,5",0,50000
4/22/2025 21:00,10,82,"2,3","3,7",0,50000
4/22/2025 22:00,"9,6",85,"1,6","2,3",0,50000
4/22/2025 23:00,"9,2",85,"1,8","3,3",0,45000
4/23/2025 0:00,"7,9",89,"2,1","3,3",0,35000
4/23/2025 1:00,7,92,2,"3,2",0,35000
4/23/2025 2:00,"5,7",93,"1,2","2,1",0,26000
4/23/2025 3:00,"6,1",94,"0,6","1,1",0,23000
4/23/2025 4:00,6,94,"1,1","1,9",0,16000
4/23/2025 5:00,"6,6",93,"1,5","2,6",0,25000
4/23/2025 6:00,"6,4",96,"1,5","2,5",0,12000
4/23/2025 7:00,"6,7",95,"1,3","2,1",0,12000
4/23/2025 8:00,"7,4",93,2,"3,1",0,18000
4/23/2025 9:00,"8,1",90,"2,2","3,2",0,28000
4/23/2025 10:00,"8,5",88,"1,9","2,8",0,35000
4/23/2025 11:00,10,78,"0,9",2,0,35000
4/23/2025 12:00,"10,1",70,"1,6","3,3",0,50000
4/23/2025 13:00,"10,4",68,"1,2","2,2",0,45000
4/23/2025 14:00,"11,1",70,"1,4","2,3",0,40000
4/23/2025 15:00,"10,9",67,"0,9","1,4",0,45000
4/23/2025 16:00,"10,4",79,"1,9",3,0,40000
4/23/2025 17:00,"10,9",74,1,"2,1",0,50000
4/23/2025 18:00,"10,9",71,"0,7","1,9",0,45000
4/23/2025 19:00,11,69,"0,9","1,4",0,50000
4/23/2025 20:00,"9,9",74,1,"1,6",0,50000
4/23/2025 21:00,"6,9",90,"0,4","0,7",0,50000
4/23/2025 22:00,"5,5",95,"0,6","0,7",0,28000
4/23/2025 23:00,5,97,"1,1","1,9",0,11000
4/24/2025 0:00,"6,2",98,"0,7",1,0,8000
4/24/2025 1:00,"4,8",98,"0,9","1,4",0,6000
4/24/2025 2:00,"4,9",99,"1,3","1,9",0,7000
4/24/2025 3:00,"6,1",99,"1,3","2,8",0,200
4/24/2025 4:00,"6,5",100,"1,6","3,5",0,1200
4/24/2025 5:00,"6,5",100,"0,6","1,5",0,300
4/24/2025 6:00,"6,2",100,"1,4","2,6",0,200
4/24/2025 7:00,"6,3",100,1,2,0,800
4/24/2025 8:00,"6,6",100,"1,2","2,6",0,5000
4/24/2025 9:00,"7,2",90,"2,9","5,1",0,27000
4/24/2025 10:00,"7,7",91,"2,8","4,8",0,27000
4/24/2025 11:00,"9,3",83,"2,4","4,9",0,30000
