dataset,test_size,horizon,context_length,rope_scaling,iter,mae,mse,rmse,smape
carbon,small,5,32,True,149,42.035,1849.884,43.01,0.346
carbon,small,5,32,True,150,19.725,257.163,16.036,0.153
carbon,small,5,32,True,151,22.697,657.959,25.651,0.18
carbon,small,5,32,True,152,41.507,1830.336,42.782,0.355
carbon,small,5,32,True,153,16.973,350.38,18.718,0.133
carbon,small,5,32,True,154,7.176,74.645,8.64,0.053
carbon,small,5,32,True,155,18.893,351.456,18.747,0.151
carbon,small,5,32,True,156,10.283,110.637,10.518,0.075
carbon,small,5,32,True,157,8.377,148.051,12.168,0.064
carbon,small,5,32,True,158,11.892,183.894,13.561,0.092
carbon,small,5,32,True,159,6.632,92.867,9.637,0.051
carbon,small,5,32,True,160,6.402,61.4,7.836,0.051
carbon,small,5,32,True,161,25.442,675.507,25.991,0.203
carbon,small,5,32,True,162,12.611,194.876,13.96,0.122
carbon,small,5,32,True,163,20.524,527.945,22.977,0.218
carbon,small,5,32,True,164,14.277,269.165,16.406,0.178
carbon,small,5,32,True,165,25.042,543.683,23.317,0.306
carbon,small,5,32,True,166,23.331,507.289,22.523,0.306
carbon,small,5,32,True,167,7.124,62.216,7.888,0.104
carbon,small,5,32,True,168,9.069,131.991,11.489,0.118
carbon,small,5,32,True,169,12.371,262.09,16.189,0.132
carbon,small,5,32,True,170,33.046,1791.593,42.327,0.304
carbon,small,5,32,True,171,53.707,3193.206,56.508,0.489
carbon,small,5,32,True,172,53.895,2614.82,51.135,0.448
carbon,small,5,32,True,173,20.731,534.93,23.129,0.146
carbon,small,5,32,True,174,23.693,518.477,22.77,0.172
carbon,small,5,32,True,175,8.039,67.007,8.186,0.058
carbon,small,5,32,True,176,18.56,710.518,26.656,0.152
carbon,small,5,32,True,177,27.685,891.112,29.851,0.228
carbon,small,5,32,True,178,12.224,265.285,16.288,0.11
carbon,small,5,32,True,179,37.362,1770.83,42.081,0.309
carbon,small,5,32,True,180,13.848,300.908,17.347,0.138
carbon,small,5,32,True,181,18.96,502.342,22.413,0.217
carbon,small,5,32,True,182,18.465,475.766,21.812,0.224
carbon,small,5,32,True,183,33.723,1498.485,38.71,0.396
carbon,small,5,32,True,184,35.336,1296.776,36.011,0.438
carbon,small,5,32,True,185,18.051,365.02,19.105,0.275
carbon,small,5,32,True,186,5.494,32.123,5.668,0.098
carbon,small,5,32,True,187,8.929,105.198,10.257,0.151
carbon,small,5,32,True,188,13.602,231.995,15.231,0.231
carbon,small,5,32,True,189,12.761,233.627,15.285,0.203
carbon,small,5,32,True,190,28.305,758.109,27.534,0.489
carbon,small,5,32,True,191,15.055,227.687,15.089,0.208
carbon,small,5,32,True,192,8.712,101.082,10.054,0.109
carbon,small,5,32,True,193,10.051,128.712,11.345,0.121
carbon,small,5,32,True,194,12.179,134.58,11.601,0.139
carbon,small,5,32,True,195,12.824,175.127,13.234,0.146
carbon,small,5,32,True,196,25.029,766.612,27.688,0.257
carbon,small,5,32,True,197,8.471,54.557,7.386,0.103
carbon,small,5,32,True,198,14.015,338.526,18.399,0.165
carbon,small,5,32,True,199,14.916,350.615,18.725,0.171
carbon,small,5,32,True,200,20.668,700.526,26.467,0.223
carbon,small,5,32,True,201,18.877,476.772,21.835,0.19
carbon,small,5,32,True,202,36.32,1523.471,39.032,0.354
carbon,small,5,32,True,203,25.539,926.723,30.442,0.211
carbon,small,5,32,True,204,41.259,1961.402,44.288,0.36
carbon,small,5,32,True,205,29.247,1037.088,32.204,0.241
carbon,small,5,32,True,206,33.89,1217.82,34.897,0.281
carbon,small,5,32,True,207,17.227,294.501,17.161,0.146
carbon,small,5,32,True,208,7.636,80.281,8.96,0.061
carbon,small,5,32,True,209,12.46,202.154,14.218,0.111
carbon,small,5,32,True,210,6.312,47.89,6.92,0.058
carbon,small,5,32,True,211,9.724,101.377,10.069,0.091
carbon,small,5,32,True,212,13.004,360.31,18.982,0.132
carbon,small,5,32,True,213,21.064,617.857,24.857,0.215
carbon,small,5,32,True,214,23.052,650.021,25.496,0.23
carbon,small,5,32,True,215,20.403,484.443,22.01,0.197
carbon,small,5,32,True,216,20.628,390.913,19.772,0.192
carbon,small,5,32,True,217,8.296,103.417,10.169,0.074
carbon,small,5,32,True,218,6.033,155.551,12.472,0.053
carbon,small,5,32,True,219,8.465,143.307,11.971,0.072
carbon,small,5,32,True,220,8.318,135.434,11.638,0.071
carbon,small,5,32,True,221,6.891,165.805,12.877,0.059
carbon,small,5,32,True,222,37.23,1348.526,36.722,0.347
carbon,small,5,32,True,223,6.225,71.48,8.455,0.052
carbon,small,5,32,True,224,6.955,67.767,8.232,0.057
carbon,small,5,32,True,225,9.585,102.588,10.129,0.08
carbon,small,5,32,True,226,12.889,201.704,14.202,0.104
carbon,small,5,32,True,227,15.97,434.418,20.843,0.125
carbon,small,5,32,True,228,8.391,139.156,11.796,0.062
carbon,small,5,32,True,229,9.528,121.633,11.029,0.07
carbon,small,5,32,True,230,12.526,196.765,14.027,0.094
carbon,small,5,32,True,231,9.967,184.432,13.581,0.08
carbon,small,5,32,True,232,17.13,279.936,16.731,0.14
carbon,small,5,32,True,233,22.317,698.101,26.422,0.189
carbon,small,5,32,True,234,18.758,310.011,17.607,0.163
carbon,small,5,32,True,235,11.839,286.557,16.928,0.11
carbon,small,5,32,True,236,13.295,320.306,17.897,0.126
carbon,small,5,32,True,237,14.342,319.644,17.879,0.137
carbon,small,5,32,True,238,14.452,309.045,17.58,0.138
carbon,small,5,32,True,239,9.21,148.075,12.169,0.083
carbon,small,5,32,True,240,8.171,66.242,8.139,0.075
carbon,small,5,32,True,241,6.321,35.287,5.94,0.056
carbon,small,5,32,True,242,10.131,107.837,10.384,0.086
carbon,small,5,32,True,243,15.466,851.764,29.185,0.1
carbon,small,5,32,True,244,26.174,1315.635,36.272,0.171
carbon,small,5,32,True,245,41.355,2330.232,48.272,0.281
carbon,large,50,32,True,0,12.404,157.368,12.545,0.298
carbon,large,50,32,True,1,12.37,174.456,13.208,0.303
carbon,large,50,32,True,2,12.018,198.223,14.079,0.302
carbon,large,50,32,True,3,10.251,154.335,12.423,0.265
carbon,large,50,32,True,4,12.34,203.698,14.272,0.318
carbon,large,50,32,True,5,11.326,167.175,12.93,0.292
carbon,large,50,32,True,6,14.109,290.752,17.051,0.358
carbon,large,50,32,True,7,12.963,250.175,15.817,0.351
carbon,large,50,32,True,8,12.256,224.109,14.97,0.34
carbon,large,50,32,True,9,14.999,281.098,16.766,0.393
carbon,large,50,32,True,10,15.483,283.769,16.845,0.41
carbon,large,50,32,True,11,14.471,338.953,18.411,0.38
carbon,large,50,32,True,12,16.141,330.169,18.171,0.418
carbon,large,50,32,True,13,13.868,258.48,16.077,0.372
carbon,large,50,32,True,14,14.995,201.766,14.204,0.399
carbon,large,50,32,True,15,15.222,239.635,15.48,0.404
carbon,large,50,32,True,16,12.468,193.612,13.914,0.349
carbon,large,50,32,True,17,19.441,351.842,18.757,0.491
carbon,large,50,32,True,18,19.011,422.058,20.544,0.486
carbon,large,50,32,True,19,16.232,388.546,19.712,0.433
carbon,large,50,32,True,20,17.44,324.561,18.016,0.461
carbon,large,50,32,True,21,15.018,242.656,15.577,0.406
carbon,large,50,32,True,22,16.725,272.379,16.504,0.439
carbon,large,50,32,True,23,12.762,209.719,14.482,0.36
carbon,large,50,32,True,24,13.899,292.355,17.098,0.374
carbon,large,50,32,True,25,13.606,264.408,16.261,0.362
carbon,large,50,32,True,26,14.054,429.918,20.734,0.363
carbon,large,50,32,True,27,14.065,325.649,18.046,0.359
carbon,large,50,32,True,28,12.6,322.338,17.954,0.315
carbon,large,50,32,True,29,13.375,362.479,19.039,0.331
carbon,large,50,32,True,30,14.575,374.266,19.346,0.358
carbon,large,50,32,True,31,15.444,407.518,20.187,0.37
carbon,large,50,32,True,32,17.159,514.895,22.691,0.404
carbon,large,50,32,True,33,17.12,557.748,23.617,0.388
carbon,large,50,32,True,34,21.82,771.503,27.776,0.479
carbon,large,50,32,True,35,20.843,836.964,28.93,0.44
carbon,large,50,32,True,36,23.229,966.93,31.095,0.475
carbon,large,50,32,True,37,24.256,1337.15,36.567,0.478
carbon,large,50,32,True,38,24.443,1239.754,35.21,0.467
carbon,large,50,32,True,39,25.158,1352.31,36.774,0.471
carbon,large,50,32,True,40,24.154,1342.495,36.64,0.425
carbon,large,50,32,True,41,25.991,1557.641,39.467,0.463
carbon,large,50,32,True,42,26.118,1518.261,38.965,0.461
carbon,large,50,32,True,43,25.708,1335.491,36.544,0.453
carbon,large,50,32,True,44,28.038,1829.785,42.776,0.5
carbon,large,50,32,True,45,28.707,1702.629,41.263,0.521
carbon,large,50,32,True,46,28.596,1457.124,38.172,0.531
carbon,large,50,32,True,47,28.516,1546.573,39.326,0.516
carbon,large,50,32,True,48,28.077,1657.613,40.714,0.508
carbon,large,50,32,True,49,28.929,1681.568,41.007,0.526
carbon,large,50,32,True,50,26.836,1654.907,40.681,0.466
carbon,large,50,32,True,51,28.374,1717.101,41.438,0.5
carbon,large,50,32,True,52,28.796,1696.039,41.183,0.517
carbon,large,50,32,True,53,30.126,1868.05,43.221,0.544
carbon,large,50,32,True,54,34.167,2405.815,49.049,0.675
carbon,large,50,32,True,55,36.198,2492.972,49.93,0.744
carbon,large,50,32,True,56,35.3,2409.615,49.088,0.715
carbon,large,50,32,True,57,37.249,2444.359,49.44,0.794
carbon,large,50,32,True,58,37.843,2647.409,51.453,0.802
carbon,large,50,32,True,59,39.305,2558.712,50.584,0.857
carbon,large,50,32,True,60,39.382,2682.523,51.793,0.856
carbon,large,50,32,True,61,36.363,2236.785,47.295,0.741
carbon,large,50,32,True,62,37.311,2200.54,46.91,0.771
carbon,large,50,32,True,63,34.543,2117.154,46.013,0.67
carbon,large,50,32,True,64,33.87,1952.184,44.184,0.649
carbon,large,50,32,True,65,35.215,2065.901,45.452,0.684
carbon,large,50,32,True,66,37.445,2202.855,46.935,0.754
carbon,large,50,32,True,67,35.774,1997.224,44.69,0.686
carbon,large,50,32,True,68,38.611,2131.572,46.169,0.775
carbon,large,50,32,True,69,35.417,1921.912,43.84,0.649
carbon,large,50,32,True,70,34.302,1925.931,43.885,0.594
carbon,large,50,32,True,71,33.035,1672.182,40.892,0.548
carbon,large,50,32,True,72,34.277,1856.455,43.087,0.555
carbon,large,50,32,True,73,25.336,993.84,31.525,0.37
carbon,large,50,32,True,74,27.128,1316.026,36.277,0.393
carbon,large,50,32,True,75,28.888,1528.999,39.102,0.419
carbon,large,50,32,True,76,31.32,1526.99,39.077,0.457
carbon,large,50,32,True,77,31.533,1370.247,37.017,0.459
carbon,large,50,32,True,78,33.425,1830.553,42.785,0.485
carbon,large,50,32,True,79,32.489,1546.895,39.331,0.466
carbon,large,50,32,True,80,32.83,1588.998,39.862,0.47
carbon,large,50,32,True,81,32.773,1324.12,36.388,0.473
carbon,large,50,32,True,82,31.481,1411.086,37.564,0.463
carbon,large,50,32,True,83,29.11,1407.363,37.515,0.426
carbon,large,50,32,True,84,34.2,1708.616,41.335,0.499
carbon,large,50,32,True,85,34.773,1791.845,42.33,0.504
carbon,large,50,32,True,86,36.247,1858.033,43.105,0.525
carbon,large,50,32,True,87,34.43,1673.377,40.907,0.499
carbon,large,50,32,True,88,37.225,1582.422,39.78,0.535
carbon,large,50,32,True,89,35.373,1596.608,39.958,0.511
carbon,large,50,32,True,90,36.982,1609.761,40.122,0.541
carbon,large,50,32,True,91,37.571,1700.719,41.24,0.553
carbon,large,50,32,True,92,35.383,1312.326,36.226,0.517
carbon,large,50,32,True,93,35.528,1482.157,38.499,0.52
carbon,large,50,32,True,94,37.897,2023.931,44.988,0.573
carbon,large,50,32,True,95,34.27,1542.974,39.281,0.497
carbon,large,50,32,True,96,36.758,1999.03,44.711,0.531
carbon,large,50,32,True,97,39.055,2047.261,45.247,0.562
carbon,large,50,32,True,98,41.979,2420.797,49.202,0.607
carbon,large,50,32,True,99,43.297,2966.397,54.465,0.628
carbon,large,50,32,True,100,47.315,3088.177,55.571,0.707
carbon,large,50,32,True,101,45.641,2568.042,50.676,0.661
carbon,large,50,32,True,102,48.901,3134.465,55.986,0.721
carbon,large,50,32,True,103,46.719,2698.028,51.943,0.678
carbon,large,50,32,True,104,50.265,2967.248,54.472,0.749
carbon,large,50,32,True,105,52.613,3239.458,56.916,0.784
carbon,large,50,32,True,106,53.716,3136.971,56.009,0.794
carbon,large,50,32,True,107,52.067,2847.044,53.358,0.744
carbon,large,50,32,True,108,53.36,3103.815,55.712,0.758
carbon,large,50,32,True,109,53.695,3144.935,56.08,0.749
carbon,large,50,32,True,110,53.642,3008.404,54.849,0.742
carbon,large,50,32,True,111,55.481,2988.097,54.663,0.779
carbon,large,50,32,True,112,57.315,3233.13,56.861,0.801
carbon,large,50,32,True,113,58.812,3397.072,58.284,0.82
carbon,large,50,32,True,114,50.806,2669.891,51.671,0.66
carbon,large,50,32,True,115,50.615,2358.468,48.564,0.657
carbon,large,50,32,True,116,49.833,2431.911,49.314,0.644
carbon,large,50,32,True,117,50.855,2566.979,50.665,0.664
carbon,large,50,32,True,118,47.66,2120.562,46.05,0.611
carbon,large,50,32,True,119,38.006,1058.669,32.537,0.474
carbon,large,50,32,True,120,40.937,1260.779,35.507,0.515
carbon,large,50,32,True,121,37.539,1523.485,39.032,0.476
carbon,large,50,32,True,122,39.73,1507.98,38.833,0.517
carbon,large,50,32,True,123,36.246,1335.142,36.54,0.44
carbon,large,50,32,True,124,38.515,1501.047,38.743,0.475
carbon,large,50,32,True,125,48.247,2200.565,46.91,0.618
carbon,large,50,32,True,126,44.82,1992.197,44.634,0.569
carbon,large,50,32,True,127,45.029,1797.858,42.401,0.571
carbon,large,50,32,True,128,40.267,1607.123,40.089,0.493
carbon,large,50,32,True,129,40.483,1465.948,38.288,0.511
carbon,large,50,32,True,130,37.536,1281.284,35.795,0.454
carbon,large,50,32,True,131,38.159,1178.569,34.33,0.455
carbon,large,50,32,True,132,42.262,1761.752,41.973,0.521
carbon,large,50,32,True,133,37.154,1318.983,36.318,0.442
carbon,large,50,32,True,134,40.305,1933.556,43.972,0.492
carbon,large,50,32,True,135,41.306,1713.587,41.395,0.504
carbon,large,50,32,True,136,41.395,1812.241,42.57,0.504
carbon,large,50,32,True,137,41.721,1675.292,40.93,0.509
carbon,large,50,32,True,138,44.185,2050.039,45.277,0.551
carbon,large,50,32,True,139,49.506,2402.904,49.019,0.64
carbon,large,50,32,True,140,35.005,1286.609,35.869,0.413
carbon,large,50,32,True,141,43.212,1502.384,38.761,0.541
carbon,large,50,32,True,142,36.731,1424.976,37.749,0.444
carbon,large,50,32,True,143,37.925,1480.0,38.471,0.456
carbon,large,50,32,True,144,34.767,1622.008,40.274,0.404
carbon,large,50,32,True,145,32.003,1056.316,32.501,0.366
carbon,large,50,32,True,146,33.03,1269.974,35.637,0.377
carbon,large,50,32,True,147,39.823,1805.396,42.49,0.478
carbon,large,50,32,True,148,38.388,1839.436,42.889,0.441
carbon,large,50,32,True,149,38.844,1905.12,43.648,0.441
carbon,large,50,32,True,150,39.958,2199.178,46.895,0.461
carbon,large,50,32,True,151,37.725,1862.677,43.159,0.421
carbon,large,50,32,True,152,32.09,1631.501,40.392,0.341
carbon,large,50,32,True,153,39.899,2265.126,47.593,0.45
carbon,large,50,32,True,154,42.344,2512.377,50.124,0.475
carbon,large,50,32,True,155,35.735,1813.539,42.586,0.38
carbon,large,50,32,True,156,43.312,2459.414,49.592,0.475
carbon,large,50,32,True,157,43.787,2312.622,48.09,0.481
carbon,large,50,32,True,158,42.851,2403.006,49.02,0.461
carbon,large,50,32,True,159,38.686,1934.65,43.985,0.404
carbon,large,50,32,True,160,44.36,2468.884,49.688,0.481
carbon,large,50,32,True,161,42.18,2424.79,49.242,0.457
carbon,large,50,32,True,162,37.162,2052.107,45.3,0.398
carbon,large,50,32,True,163,40.649,1813.019,42.58,0.44
carbon,large,50,32,True,164,37.993,1946.292,44.117,0.406
carbon,large,50,32,True,165,45.084,2108.983,45.924,0.513
carbon,large,50,32,True,166,44.115,2541.199,50.41,0.492
carbon,large,50,32,True,167,38.921,2060.675,45.395,0.422
carbon,large,50,32,True,168,46.538,2801.433,52.929,0.525
carbon,large,50,32,True,169,44.108,1996.404,44.681,0.487
carbon,large,50,32,True,170,36.226,1846.031,42.965,0.387
carbon,large,50,32,True,171,37.539,1793.988,42.355,0.408
carbon,large,50,32,True,172,37.676,1961.989,44.294,0.403
carbon,large,50,32,True,173,35.523,1583.33,39.791,0.369
carbon,large,50,32,True,174,34.469,1743.424,41.754,0.352
carbon,large,50,32,True,175,38.183,1990.108,44.611,0.394
carbon,large,50,32,True,176,32.924,1572.887,39.66,0.325
carbon,large,50,32,True,177,33.947,1397.05,37.377,0.332
carbon,large,50,32,True,178,33.929,1269.332,35.628,0.338
carbon,large,50,32,True,179,37.2,1879.628,43.355,0.378
carbon,large,50,32,True,180,38.714,2285.31,47.805,0.405
carbon,large,50,32,True,181,36.554,1747.521,41.803,0.369
carbon,large,50,32,True,182,39.857,2324.26,48.211,0.419
carbon,large,50,32,True,183,38.106,1895.56,43.538,0.396
carbon,large,50,32,True,184,36.133,1761.187,41.966,0.37
carbon,large,50,32,True,185,37.058,1810.839,42.554,0.382
carbon,large,50,32,True,186,36.781,1913.923,43.748,0.378
carbon,large,50,32,True,187,35.641,1802.419,42.455,0.367
carbon,large,50,32,True,188,41.294,2593.363,50.925,0.442
carbon,large,50,32,True,189,46.733,3085.991,55.552,0.53
carbon,large,50,32,True,190,44.292,2957.656,54.384,0.491
carbon,large,50,32,True,191,47.88,3085.542,55.548,0.548
carbon,large,50,32,True,192,55.929,4015.231,63.366,0.685
carbon,large,50,32,True,193,46.328,2822.06,53.123,0.519
carbon,large,50,32,True,194,32.006,1346.031,36.688,0.325
carbon,large,50,32,True,195,32.962,1145.5,33.845,0.353
carbon,large,50,32,True,196,28.425,1064.239,32.623,0.289
carbon,large,50,32,True,197,29.917,1119.085,33.453,0.312
carbon,large,50,32,True,198,24.943,767.262,27.699,0.259
carbon,large,50,32,True,199,22.012,614.845,24.796,0.232
carbon,large,50,32,True,200,23.392,797.31,28.237,0.246
